Governorate,Cases,Deaths,Recoveries,Active Cases,Date,Today's Cases,Vaccine Ratio,The Proportion Of Fully Vaccinated
#adm1+name,#affected+infected+confirmed,#affected+infected+dead,#affected+infected+recovered,#affected+infected+active,#date,#affected+infected+today,,
East Jerusalem,22804,204,21065,1535,2021-02-21,,,
Ramallah and al-Bireh Governorate,18888,205,16650,2033,2021-02-21,,,
Nablus Governorate,17880,214,16411,1255,2021-02-21,,,
Bethlehem Governorate,11853,132,10714,1007,2021-02-21,,,
Jenin Governorate,10464,179,9909,376,2021-02-21,,,
Tulkarm Governorate,8131,114,7453,564,2021-02-21,,,
Jerusalem Governorate,7778,67,7181,530,2021-02-21,,,
Qalqilya Governorate,4670,73,4137,460,2021-02-21,,,
Salfit Governorate,4450,38,3697,715,2021-02-21,,,
Jericho Governorate,3151,27,2921,203,2021-02-21,,,
Tubas Governorate,2697,32,2594,71,2021-02-21,,,
Gaza strip,54042,538,51335,2169,2021-02-18,,,
Hebron Governorate,28912,349,27538,1025,2021-02-18,,,
East Jerusalem,22264,199,20502,1563,2021-02-18,,,
Ramallah and al-Bireh Governorate,18285,204,16240,1841,2021-02-18,,,
Nablus Governorate,17684,212,16379,1093,2021-02-18,,,
Bethlehem Governorate,11609,131,10590,888,2021-02-18,,,
Jenin Governorate,10368,179,9831,358,2021-02-18,,,
Tulkarm Governorate,7960,114,7380,466,2021-02-18,,,
Jerusalem Governorate,7671,65,6985,621,2021-02-18,,,
Qalqilya Governorate,4570,71,4082,417,2021-02-18,,,
Salfit Governorate,4268,35,3542,691,2021-02-18,,,
Jericho Governorate,3108,26,2888,194,2021-02-18,,,
Tubas Governorate,2677,32,2579,66,2021-02-18,,,
Gaza strip,53871,538,51125,2208,2021-02-17,,,
Hebron Governorate,28808,348,27450,1010,2021-02-17,,,
East Jerusalem,22264,199,20502,1563,2021-02-17,,,
Ramallah and al-Bireh Governorate,18168,200,16133,1835,2021-02-17,,,
Nablus Governorate,17638,211,16346,1081,2021-02-17,,,
Bethlehem Governorate,11546,131,10484,931,2021-02-17,,,
Jenin Governorate,10346,178,9798,370,2021-02-17,,,
Tulkarm Governorate,7934,114,7351,469,2021-02-17,,,
Jerusalem Governorate,7663,65,6985,613,2021-02-17,,,
Qalqilya Governorate,4554,71,4075,408,2021-02-17,,,
Salfit Governorate,4233,34,3516,683,2021-02-17,,,
Jericho Governorate,3089,26,2875,188,2021-02-17,,,
Tubas Governorate,2677,32,2571,74,2021-02-17,,,
Gaza strip,53718,538,50830,2350,2021-02-16,,,
Hebron Governorate,28653,348,27379,926,2021-02-16,,,
East Jerusalem,21872,197,20269,1406,2021-02-16,,,
Ramallah and al-Bireh Governorate,17915,198,16006,1711,2021-02-16,,,
Nablus Governorate,17576,211,16323,1042,2021-02-16,,,
Bethlehem Governorate,11422,130,10452,840,2021-02-16,,,
Jenin Governorate,10302,178,9770,354,2021-02-16,,,
Tulkarm Governorate,7867,113,7332,422,2021-02-16,,,
Jerusalem Governorate,7604,64,6915,625,2021-02-16,,,
Qalqilya Governorate,4511,71,4068,372,2021-02-16,,,
Salfit Governorate,4175,34,3482,659,2021-02-16,,,
Jericho Governorate,3078,25,2863,190,2021-02-16,,,
Tubas Governorate,2666,32,2562,72,2021-02-16,,,
Gaza strip,53593,537,50505,2551,2021-02-15,,,
Ramallah and Al-Bireh Governorate,17709,198,15825,1686,2021-02-15,,,
East Jerusalem,21872,197,20269,1406,2021-02-15,,,
Nablus Governorate,17511,211,16301,999,2021-02-15,,,
Hebron Governorate,28558,346,27315,897,2021-02-15,,,
Bethlehem Governorate,11294,130,10372,792,2021-02-15,,,
Salfit Governorate,4069,33,3438,598,2021-02-15,,,
Jerusalem Governorate,7487,63,6915,509,2021-02-15,,,
Tulkarm Governorate,7808,113,7312,383,2021-02-15,,,
Jenin Governorate,10250,178,9743,329,2021-02-15,,,
Qalqilya Governorate,4460,70,4063,327,2021-02-15,,,
Jericho Governorate,3060,25,2860,175,2021-02-15,,,
Tubas Governorate,2645,32,2556,57,2021-02-15,,,
Gaza strip,53148,532,49260,3356,2021-02-11,,,
Hebron Governorate,28173,342,27149,682,2021-02-11,,,
East Jerusalem,21326,192,19896,1238,2021-02-11,,,
Nablus Governorate,17242,210,16164,868,2021-02-11,,,
Ramallah and al-Bireh Governorate,17107,192,15435,1480,2021-02-11,,,
Bethlehem Governorate,10952,128,10247,577,2021-02-11,,,
Jenin Governorate,10079,177,9678,224,2021-02-11,,,
Tulkarm Governorate,7672,112,7238,322,2021-02-11,,,
Jerusalem Governorate,7381,61,6814,506,2021-02-11,,,
Qalqilya Governorate,4349,69,4031,249,2021-02-11,,,
Salfit Governorate,3798,31,3361,406,2021-02-11,,,
Jericho Governorate,3013,24,2842,147,2021-02-11,,,
Tubas Governorate,2621,32,2508,81,2021-02-11,,,
Gaza strip,52946,532,49070,3344,2021-02-10,,,
Hebron Governorate,28072,342,27125,605,2021-02-10,,,
East Jerusalem,21024,191,19711,1122,2021-02-10,,,
Nablus Governorate,17183,210,16143,830,2021-02-10,,,
Ramallah and al-Bireh Governorate,16932,192,15321,1419,2021-02-10,,,
Bethlehem Governorate,10895,128,10236,531,2021-02-10,,,
Jenin Governorate,10044,177,9661,206,2021-02-10,,,
Tulkarm Governorate,7652,111,7226,315,2021-02-10,,,
Jerusalem Governorate,7336,61,6757,518,2021-02-10,,,
Qalqilya Governorate,4331,69,4031,231,2021-02-10,,,
Salfit Governorate,3733,31,3357,345,2021-02-10,,,
Jericho Governorate,2996,24,2836,136,2021-02-10,,,
Tubas Governorate,2616,32,2497,87,2021-02-10,,,
Gaza strip,52747,531,48714,3502,2021-02-09,,,
Hebron Governorate,27973,342,27094,537,2021-02-09,,,
East Jerusalem,21024,191,19711,1122,2021-02-09,,,
Nablus Governorate,17106,207,16086,813,2021-02-09,,,
Ramallah and al-Bireh Governorate,16801,190,15286,1325,2021-02-09,,,
Bethlehem Governorate,10836,128,10215,493,2021-02-09,,,
Jenin Governorate,10017,177,9647,193,2021-02-09,,,
Tulkarm Governorate,7623,109,7198,316,2021-02-09,,,
Jerusalem Governorate,7289,61,6757,471,2021-02-09,,,
Qalqilya Governorate,4313,68,4029,216,2021-02-09,,,
Salfit Governorate,3668,31,3345,292,2021-02-09,,,
Jericho Governorate,2988,23,2833,132,2021-02-09,,,
Tubas Governorate,2614,30,2478,106,2021-02-09,,,
Gaza strip,52599,529,48350,3720,2021-02-08,,,
Hebron Governorate,27882,340,27066,476,2021-02-08,,,
East Jerusalem,20764,191,19541,1032,2021-02-08,,,
Nablus Governorate,17057,207,16018,832,2021-02-08,,,
Ramallah and al-Bireh Governorate,16620,189,15195,1236,2021-02-08,,,
Bethlehem Governorate,10781,127,10182,472,2021-02-08,,,
Jenin Governorate,9985,176,9630,179,2021-02-08,,,
Tulkarm Governorate,7591,109,7167,315,2021-02-08,,,
Jerusalem Governorate,7220,61,6757,402,2021-02-08,,,
Qalqilya Governorate,4292,68,4027,197,2021-02-08,,,
Salfit Governorate,3597,29,3329,239,2021-02-08,,,
Jericho Governorate,2983,23,2829,131,2021-02-08,,,
Tubas Governorate,2606,30,2469,107,2021-02-08,,,
Gaza strip,52543,529,48126,3888,2021-02-07,,,
Hebron Governorate,27798,339,27056,403,2021-02-07,,,
East Jerusalem,20764,191,19541,1032,2021-02-07,,,
Nablus Governorate,16985,205,15956,824,2021-02-07,,,
Ramallah and al-Bireh Governorate,16460,188,15145,1127,2021-02-07,,,
Bethlehem Governorate,10728,126,10182,420,2021-02-07,,,
Jenin Governorate,9953,176,9630,147,2021-02-07,,,
Tulkarm Governorate,7559,109,7156,294,2021-02-07,,,
Jerusalem Governorate,7174,60,6710,404,2021-02-07,,,
Qalqilya Governorate,4282,67,4024,191,2021-02-07,,,
Salfit Governorate,3549,29,3307,213,2021-02-07,,,
Jericho Governorate,2974,23,2827,124,2021-02-07,,,
Tubas Governorate,2596,30,2460,106,2021-02-07,,,
Gaza strip,52048,527,47459,4062,2021-02-04,,,
Hebron Governorate,27654,337,26971,346,2021-02-04,,,
East Jerusalem,20262,185,19267,810,2021-02-04,,,
Nablus Governorate,16863,203,15818,842,2021-02-04,,,
Ramallah and al-Bireh Governorate,16188,188,14853,1147,2021-02-04,,,
Bethlehem Governorate,10636,125,10139,372,2021-02-04,,,
Jenin Governorate,9899,174,9554,171,2021-02-04,,,
Tulkarm Governorate,7496,107,7111,278,2021-02-04,,,
Jerusalem Governorate,7102,56,6681,365,2021-02-04,,,
Qalqilya Governorate,4250,67,4006,177,2021-02-04,,,
Salfit Governorate,3453,29,3244,180,2021-02-04,,,
Jericho Governorate,2935,23,2812,100,2021-02-04,,,
Tubas Governorate,2563,29,2434,100,2021-02-04,,,
Gaza strip,51848,526,47184,4138,2021-02-03,,,
Hebron Governorate,27610,337,26948,325,2021-02-03,,,
East Jerusalem,20262,185,19267,810,2021-02-03,,,
Nablus Governorate,16810,201,15794,815,2021-02-03,,,
Ramallah and al-Bireh Governorate,16061,188,14853,1020,2021-02-03,,,
Bethlehem Governorate,10594,124,10129,341,2021-02-03,,,
Jenin Governorate,9875,173,9535,167,2021-02-03,,,
Tulkarm Governorate,7478,107,7083,288,2021-02-03,,,
Jerusalem Governorate,7041,55,6681,305,2021-02-03,,,
Qalqilya Governorate,4238,67,4001,170,2021-02-03,,,
Salfit Governorate,3404,28,3234,142,2021-02-03,,,
Jericho Governorate,2922,22,2803,97,2021-02-03,,,
Tubas Governorate,2545,29,2418,98,2021-02-03,,,
Gaza strip,51670,523,46899,4248,2021-02-02,,,
Hebron Governorate,27563,337,26925,301,2021-02-02,,,
East Jerusalem,20062,183,19068,811,2021-02-02,,,
Nablus Governorate,16777,201,15762,814,2021-02-02,,,
Ramallah and al-Bireh Governorate,15978,186,14789,1003,2021-02-02,,,
Bethlehem Governorate,10545,124,10103,318,2021-02-02,,,
Jenin Governorate,9860,171,9528,161,2021-02-02,,,
Tulkarm Governorate,7460,107,7052,301,2021-02-02,,,
Jerusalem Governorate,7036,55,6651,330,2021-02-02,,,
Qalqilya Governorate,4227,67,3999,161,2021-02-02,,,
Salfit Governorate,3384,28,3217,139,2021-02-02,,,
Jericho Governorate,2918,22,2801,95,2021-02-02,,,
Tubas Governorate,2538,28,2397,113,2021-02-02,,,
Gaza strip,51527,522,46619,4386,2021-02-01,,,
Hebron Governorate,27534,335,26890,309,2021-02-01,,,
East Jerusalem,20062,183,19068,811,2021-02-01,,,
Nablus Governorate,16720,200,15721,799,2021-02-01,,,
Ramallah and al-Bireh Governorate,15868,185,14721,962,2021-02-01,,,
Bethlehem Governorate,10497,123,10086,288,2021-02-01,,,
Jenin Governorate,9841,170,9513,158,2021-02-01,,,
Tulkarm Governorate,7434,107,7032,295,2021-02-01,,,
Jerusalem Governorate,7005,54,6651,300,2021-02-01,,,
Qalqilya Governorate,4222,67,3993,162,2021-02-01,,,
Salfit Governorate,3362,28,3213,121,2021-02-01,,,
Jericho Governorate,2908,21,2796,91,2021-02-01,,,
Tubas Governorate,2525,28,2386,111,2021-02-01,,,
Gaza strip,50639,517,45578,4544,2021-01-29,,,
Hebron Governorate,27434,333,26762,339,2021-01-29,,,
East Jerusalem,19833,178,18821,834,2021-01-29,,,
Nablus Governorate,16565,197,15564,804,2021-01-29,,,
Ramallah and al-Bireh Governorate,15599,180,14522,897,2021-01-29,,,
Bethlehem Governorate,10386,121,10009,256,2021-01-29,,,
Jenin Governorate,9781,166,9457,158,2021-01-29,,,
Tulkarm Governorate,7353,104,6937,312,2021-01-29,,,
Jerusalem Governorate,6953,52,6591,310,2021-01-29,,,
Qalqilya Governorate,4211,66,3948,197,2021-01-29,,,
Salfit Governorate,3311,28,3151,132,2021-01-29,,,
Jericho Governorate,2887,21,2789,77,2021-01-29,,,
Tubas Governorate,2473,27,2312,134,2021-01-29,,,
Gaza strip,50375,515,45178,4682,2021-01-27,,,
Hebron Governorate,27377,333,26733,311,2021-01-27,,,
East Jerusalem,19683,174,18743,766,2021-01-27,,,
Nablus Governorate,16511,197,15480,834,2021-01-27,,,
Ramallah and al-Bireh Governorate,15514,179,14488,847,2021-01-27,,,
Bethlehem Governorate,10362,121,9993,248,2021-01-27,,,
Jenin Governorate,9751,165,9414,172,2021-01-27,,,
Tulkarm Governorate,7332,104,6901,327,2021-01-27,,,
Jerusalem Governorate,6930,52,6591,287,2021-01-27,,,
Qalqilya Governorate,4198,66,3935,197,2021-01-27,,,
Salfit Governorate,3295,28,3137,130,2021-01-27,,,
Jericho Governorate,2884,21,2786,77,2021-01-27,,,
Tubas Governorate,2466,27,2298,141,2021-01-27,,,
Gaza strip,49834,508,44378,4948,2021-01-25,,,
Hebron Governorate,27318,331,26670,317,2021-01-25,,,
East Jerusalem,19532,171,18470,891,2021-01-25,,,
Nablus Governorate,16374,196,15416,762,2021-01-25,,,
Ramallah and al-Bireh Governorate,15373,178,14403,792,2021-01-25,,,
Bethlehem Governorate,10321,121,9947,253,2021-01-25,,,
Jenin Governorate,9717,165,9377,175,2021-01-25,,,
Tulkarm Governorate,7302,104,6845,353,2021-01-25,,,
Jerusalem Governorate,6886,52,6552,282,2021-01-25,,,
Qalqilya Governorate,4189,66,3906,217,2021-01-25,,,
Salfit Governorate,3249,28,3103,118,2021-01-25,,,
Jericho Governorate,2878,20,2779,79,2021-01-25,,,
Tubas Governorate,2443,27,2263,153,2021-01-25,,,
Gaza strip,49644,508,43966,5170,2021-01-24,,,
Hebron Governorate,27295,331,26651,313,2021-01-24,,,
East Jerusalem,19532,171,18470,891,2021-01-24,,,
Nablus Governorate,16310,196,15321,793,2021-01-24,,,
Ramallah and al-Bireh Governorate,15303,178,14352,773,2021-01-24,,,
Bethlehem Governorate,10307,120,9907,280,2021-01-24,,,
Jenin Governorate,9706,165,9351,190,2021-01-24,,,
Tulkarm Governorate,7263,104,6797,362,2021-01-24,,,
Jerusalem Governorate,6868,52,6552,264,2021-01-24,,,
Qalqilya Governorate,4185,64,3898,223,2021-01-24,,,
Salfit Governorate,3232,28,3083,121,2021-01-24,,,
Jericho Governorate,2870,20,2773,77,2021-01-24,,,
Tubas Governorate,2431,25,2259,147,2021-01-24,,,
Gaza strip,48912,497,42811,5604,2021-01-21,,,
Hebron Governorate,27226,328,26540,358,2021-01-21,,,
East Jerusalem,19407,168,18343,896,2021-01-21,,,
Nablus Governorate,16216,193,15137,886,2021-01-21,,,
Ramallah and al-Bireh Governorate,15154,174,14240,740,2021-01-21,,,
Bethlehem Governorate,10265,118,9853,294,2021-01-21,,,
Jenin Governorate,9657,159,9244,254,2021-01-21,,,
Tulkarm Governorate,7199,104,6693,402,2021-01-21,,,
Jerusalem Governorate,6829,49,6462,318,2021-01-21,,,
Qalqilya Governorate,4179,63,3845,271,2021-01-21,,,
Salfit Governorate,3184,28,2997,159,2021-01-21,,,
Jericho Governorate,2853,20,2761,72,2021-01-21,,,
Tubas Governorate,2389,24,2236,129,2021-01-21,,,
Gaza strip,48341,493,41678,6170,2021-01-19,,,
Hebron Governorate,27186,328,26436,422,2021-01-19,,,
East Jerusalem,19306,167,18186,953,2021-01-19,,,
Nablus Governorate,16132,191,15008,933,2021-01-19,,,
Ramallah and al-Bireh Governorate,15071,172,14121,778,2021-01-19,,,
Bethlehem Governorate,10237,114,9821,302,2021-01-19,,,
Jenin Governorate,9630,155,9153,322,2021-01-19,,,
Tulkarm Governorate,7171,104,6608,459,2021-01-19,,,
Jerusalem Governorate,6795,49,6408,338,2021-01-19,,,
Qalqilya Governorate,4162,63,3812,287,2021-01-19,,,
Salfit Governorate,3168,28,2957,183,2021-01-19,,,
Jericho Governorate,2845,20,2724,101,2021-01-19,,,
Tubas Governorate,2355,24,2188,143,2021-01-19,,,
Gaza strip,47791,484,40893,6414,2021-01-17,,,
Hebron Governorate,27126,327,26360,439,2021-01-17,,,
East Jerusalem,19184,163,17998,1023,2021-01-17,,,
Nablus Governorate,16051,186,14692,1173,2021-01-17,,,
Ramallah and al-Bireh Governorate,14960,169,13943,848,2021-01-17,,,
Bethlehem Governorate,10200,113,9737,350,2021-01-17,,,
Jenin Governorate,9590,153,9061,376,2021-01-17,,,
Tulkarm Governorate,7110,103,6509,498,2021-01-17,,,
Jerusalem Governorate,6763,49,6381,333,2021-01-17,,,
Qalqilya Governorate,4136,63,3785,288,2021-01-17,,,
Salfit Governorate,3136,27,2922,187,2021-01-17,,,
Jericho Governorate,2842,20,2687,135,2021-01-17,,,
Tubas Governorate,2326,24,2161,141,2021-01-17,,,
Gaza strip,46892,464,39428,7000,2021-01-14,,,
Hebron Governorate,27045,323,26204,518,2021-01-14,,,
East Jerusalem,18883,156,17527,1200,2021-01-14,,,
Nablus Governorate,15951,183,14455,1313,2021-01-14,,,
Ramallah and al-Bireh Governorate,14840,163,13643,1034,2021-01-14,,,
Bethlehem Governorate,10139,112,9619,408,2021-01-14,,,
Jenin Governorate,9540,143,8950,447,2021-01-14,,,
Tulkarm Governorate,7043,101,6355,587,2021-01-14,,,
Jerusalem Governorate,6727,49,6284,394,2021-01-14,,,
Qalqilya Governorate,4112,57,3748,307,2021-01-14,,,
Salfit Governorate,3090,26,2873,191,2021-01-14,,,
Jericho Governorate,2834,20,2658,156,2021-01-14,,,
Tubas Governorate,2292,2,2030,238,2021-01-14,,,
Gaza strip,46087,453,38031,7603,2021-01-12,,,
Hebron Governorate,26963,317,26034,612,2021-01-12,,,
East Jerusalem,18706,154,17235,1317,2021-01-12,,,
Nablus Governorate,15841,179,14103,1559,2021-01-12,,,
Ramallah and al-Bireh Governorate,14678,160,13387,1131,2021-01-12,,,
Bethlehem Governorate,10087,108,9563,416,2021-01-12,,,
Jenin Governorate,9439,142,8805,492,2021-01-12,,,
Tulkarm Governorate,6962,99,6246,617,2021-01-12,,,
Jerusalem Governorate,6680,49,6284,347,2021-01-12,,,
Qalqilya Governorate,4077,57,3726,294,2021-01-12,,,
Salfit Governorate,3051,23,2828,200,2021-01-12,,,
Jericho Governorate,2827,20,2637,170,2021-01-12,,,
Tubas Governorate,2276,23,1955,298,2021-01-12,,,
Gaza strip,45674,447,37320,7907,2021-01-11,,,
Hebron Governorate,26913,316,25952,645,2021-01-11,,,
East Jerusalem,18706,154,17235,1317,2021-01-11,,,
Nablus Governorate,15789,178,13965,1646,2021-01-11,,,
Ramallah and al-Bireh Governorate,14590,160,13222,1208,2021-01-11,,,
Bethlehem Governorate,10055,107,9536,412,2021-01-11,,,
Jenin Governorate,9397,140,8735,522,2021-01-11,,,
Tulkarm Governorate,6930,97,6193,640,2021-01-11,,,
Jerusalem Governorate,6650,49,6165,436,2021-01-11,,,
Qalqilya Governorate,4054,55,3712,287,2021-01-11,,,
Salfit Governorate,3029,23,2817,189,2021-01-11,,,
Jericho Governorate,2823,20,2621,182,2021-01-11,,,
Tubas Governorate,2267,22,1920,325,2021-01-11,,,
Gaza strip,45357,441,36779,8137,2021-01-10,,,
Hebron Governorate,26859,315,25928,616,2021-01-10,,,
East Jerusalem,18549,152,16921,1476,2021-01-10,,,
Nablus Governorate,15728,177,13800,1751,2021-01-10,,,
Ramallah and al-Bireh Governorate,14495,159,13109,1227,2021-01-10,,,
Bethlehem Governorate,10023,107,9536,380,2021-01-10,,,
Jenin Governorate,9344,140,8695,509,2021-01-10,,,
Tulkarm Governorate,6879,97,6117,665,2021-01-10,,,
Jerusalem Governorate,6620,48,6165,407,2021-01-10,,,
Qalqilya Governorate,4042,55,3694,293,2021-01-10,,,
Salfit Governorate,2996,23,2789,184,2021-01-10,,,
Jericho Governorate,2816,20,2613,183,2021-01-10,,,
Tubas Governorate,2241,22,1892,327,2021-01-10,,,
Gaza strip,44279,416,34957,8906,2021-01-07,,,
Hebron Governorate,26741,310,25723,708,2021-01-07,,,
East Jerusalem,18321,148,16701,1472,2021-01-07,,,
Nablus Governorate,15529,173,13314,2042,2021-01-07,,,
Ramallah and al-Bireh Governorate,14267,149,12810,1308,2021-01-07,,,
Bethlehem Governorate,9963,105,9316,542,2021-01-07,,,
Jenin Governorate,9237,135,8473,629,2021-01-07,,,
Tulkarm Governorate,6765,93,5950,722,2021-01-07,,,
Jerusalem Governorate,6565,46,6165,354,2021-01-07,,,
Qalqilya Governorate,3999,51,3643,305,2021-01-07,,,
Salfit Governorate,2928,22,2721,185,2021-01-07,,,
Jericho Governorate,2800,18,2581,201,2021-01-07,,,
Tubas Governorate,2179,18,1842,319,2021-01-07,,,
Gaza strip,44279,416,34957,8906,2021-01-06,,,
Nablus Governorate,15529,173,13314,2042,2021-01-06,,,
City of Jerusalem  ,18321,148,16701,1472,2021-01-06,,,
Ramallah and Al-Bireh  ,14267,149,12810,1308,2021-01-06,,,
Tulkarm Governorate,6765,93,5950,722,2021-01-06,,,
Hebron Governorate,26741,310,25723,708,2021-01-06,,,
Embryo,9237,135,8473,629,2021-01-06,,,
Bethlehem Governorate,9963,105,9316,542,2021-01-06,,,
Suburbs of Jerusalem ,6565,46,6165,354,2021-01-06,,,
Tubas Governorate,2179,18,1842,319,2021-01-06,,,
Qalqilya Governorate,3999,51,3643,305,2021-01-06,,,
Jericho Governorate,2800,18,2581,201,2021-01-06,,,
Salfit Governorate,2928,22,2721,185,2021-01-06,,,
Gaza strip,42738,398,32556,9784,2021-01-05,,,
Hebron Governorate,26543,307,25459,777,2021-01-05,,,
East Jerusalem,17815,139,16239,1437,2021-01-05,,,
Nablus Governorate,15331,168,12819,2344,2021-01-05,,,
Ramallah and al-Bireh Governorate,13924,143,12332,1449,2021-01-05,,,
Bethlehem Governorate,9840,104,9203,533,2021-01-05,,,
Jenin Governorate,9077,131,8300,646,2021-01-05,,,
Tulkarm Governorate,6596,87,5757,752,2021-01-05,,,
Jerusalem Governorate,6502,46,6041,415,2021-01-05,,,
Qalqilya Governorate,3945,49,3569,327,2021-01-05,,,
Salfit Governorate,2870,21,2604,245,2021-01-05,,,
Jericho Governorate,2777,18,2548,211,2021-01-05,,,
Tubas Governorate,2085,18,1788,279,2021-01-05,,,
Gaza strip,42738,398,32556,9784,2021-01-04,,,
Hebron Governorate,26543,307,25459,777,2021-01-04,,,
East Jerusalem,17815,139,16239,1437,2021-01-04,,,
Nablus Governorate,15331,168,12819,2344,2021-01-04,,,
Ramallah and al-Bireh Governorate,13924,143,12332,1449,2021-01-04,,,
Bethlehem Governorate,9840,104,9203,533,2021-01-04,,,
Jenin Governorate,9077,131,8300,646,2021-01-04,,,
Tulkarm Governorate,6596,87,5757,752,2021-01-04,,,
Jerusalem Governorate,6502,46,6041,415,2021-01-04,,,
Qalqilya Governorate,3945,49,3569,327,2021-01-04,,,
Salfit Governorate,2870,21,2604,245,2021-01-04,,,
Jericho Governorate,2777,18,2548,211,2021-01-04,,,
Tubas Governorate,2085,18,1788,279,2021-01-04,,,
Gaza strip,40575,371,30325,9879,2020-12-31,,,
Hebron Governorate,26254,293,24974,987,2020-12-31,,,
East Jerusalem,17361,129,15635,1597,2020-12-31,,,
Nablus Governorate,15034,157,12056,2821,2020-12-31,,,
Ramallah and al-Bireh Governorate,13464,131,11760,1573,2020-12-31,,,
Bethlehem Governorate,9633,99,8865,669,2020-12-31,,,
Jenin Governorate,8810,124,7888,798,2020-12-31,,,
Tulkarm Governorate,6392,84,5452,856,2020-12-31,,,
Jerusalem Governorate,6387,42,5747,598,2020-12-31,,,
Qalqilya Governorate,3910,46,3469,395,2020-12-31,,,
Salfit Governorate,2793,21,2457,315,2020-12-31,,,
Jericho Governorate,2738,16,2505,217,2020-12-31,,,
Tubas Governorate,2014,16,1685,313,2020-12-31,,,
Gaza strip,39867,356,29335,10176,2020-12-30,,,
Hebron Governorate,26192,290,24801,1101,2020-12-30,,,
East Jerusalem,17361,129,15635,1597,2020-12-30,,,
Nablus Governorate,14954,152,11803,2999,2020-12-30,,,
Ramallah and al-Bireh Governorate,13329,128,11593,1608,2020-12-30,,,
Bethlehem Governorate,9584,99,8733,752,2020-12-30,,,
Jenin Governorate,8745,122,7736,887,2020-12-30,,,
Jerusalem Governorate,6351,42,5747,562,2020-12-30,,,
Tulkarm Governorate,6313,83,5357,873,2020-12-30,,,
